step,epoch,rf_loss,id_loss,total_loss,lam,gamma,lr,grad_norm,v_pred_absmax,target_v_absmax,lora_diff_mean,lora_grad_mean
482,5,0.325669,0.0,0.325669,0.0,0.0,1e-05,0.341713,4.15625,5.03125,0.00034627,5.6e-07
483,5,0.475679,0.0,0.475679,0.0,0.0,1e-05,0.119892,5.28125,5.4375,0.00034457,1e-07
484,5,0.441014,0.0,0.441014,0.0,0.0,1e-05,0.219041,4.5625,5.15625,0.00034279,1.6e-07
485,5,0.321796,0.0,0.321796,0.0,0.0,1e-05,0.051917,4.96875,5.71875,0.0003415,3e-08
486,5,0.402768,0.0,0.402768,0.0,0.0,1e-05,0.042565,6.78125,7.15625,0.00034037,1e-08
487,5,0.470173,0.0,0.470173,0.0,0.0,1e-05,0.223443,5.09375,5.46875,0.00033937,4.5e-07
488,5,0.439583,0.0,0.439583,0.0,0.0,1e-05,0.168508,3.609375,5.34375,0.00033729,9e-08
489,5,0.448083,0.0,0.448083,0.0,0.0,1e-05,0.168449,4.90625,5.03125,0.00033529,8e-08
490,5,0.325972,0.0,0.325972,0.0,0.0,1e-05,0.038336,4.5625,4.9375,0.00033364,2e-08
491,5,0.516596,0.0,0.516596,0.0,0.0,1e-05,0.100392,3.78125,5.5625,0.00033216,5e-08
492,5,0.435059,0.0,0.435059,0.0,0.0,1e-05,0.07899,5.125,5.3125,0.00033086,5e-08
493,5,0.436976,0.0,0.436976,0.0,0.0,1e-05,0.042959,5.09375,5.3125,0.00032975,1e-08
494,5,0.353691,0.0,0.353691,0.0,0.0,1e-05,0.041715,3.40625,5.6875,0.00032874,2e-08
495,5,0.455283,0.0,0.455283,0.0,0.0,1e-05,0.039559,4.84375,6.5625,0.00032782,1e-08
496,5,0.372625,0.0,0.372625,0.0,0.0,1e-05,0.035047,5.09375,5.34375,0.00032698,1e-08
497,5,0.488032,0.0,0.488032,0.0,0.0,1e-05,0.054455,5.21875,5.53125,0.00032625,2e-08
498,5,0.476924,0.0,0.476924,0.0,0.0,1e-05,0.048809,5.0,5.3125,0.00032558,2e-08
499,5,0.348425,0.0,0.348425,0.0,0.0,1e-05,0.141946,4.78125,5.125,0.00032496,9e-08
500,5,0.30129,0.0,0.30129,0.0,0.0,1e-05,0.195729,6.0625,5.9375,0.00032458,1.2e-07
501,5,0.45317,0.0,0.45317,0.0,0.0,1e-05,0.042163,4.71875,5.34375,0.00032419,2e-08
502,5,0.541898,0.0,0.541898,0.0,0.0,1e-05,0.102041,4.34375,5.28125,0.00032387,5e-08
503,5,0.574684,0.0,0.574684,0.0,0.0,1e-05,0.052031,4.8125,5.4375,0.00032376,2e-08
